,source,author,title,description,url,urlToImage,publishedAt,content,id,Polarity,Subjectivity,Score
67,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AP,Want to solve the Rubik's Cube? Here's some advice from the man who invented it,The goal of all Rubik puzzles is to start with some randomized and shuffled messy configuration.,https://economictimes.indiatimes.com/magazines/panache/want-to-solve-the-rubiks-cube-heres-some-advice-from-the-man-who-invented-it/articleshow/95926690.cms,"https://img.etimg.com/thumb/msid-95926702,width-1070,height-580,imgsize-58588,overlay-etpanache/photo.jpg",2022-12-02T02:30:34Z,"NEW YORK - If you've ever had trouble solving a Rubik's Cube, a good piece of advice is to break it down into steps. It's worth a shot: That advice is from the man who invented it.
""Problem solving … [+4233 chars]",67,-0.2,0.4,negative
68,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"If Elon Musk does step down as Twitter's CEO, here are three leadership qualities that the next boss should have",There has been some speculation that Musk has come under pressure from other Twitter shareholders and lenders to move on.,https://economictimes.indiatimes.com/magazines/panache/if-elon-musk-does-step-down-as-twitters-ceo-here-are-three-leadership-qualities-that-the-next-boss-should-have/articleshow/96452346.cms,"https://img.etimg.com/thumb/msid-96452454,width-1070,height-580,imgsize-764521,overlay-etpanache/photo.jpg",2022-12-23T11:46:30Z,"In a strong response to a recent Twitter poll posted by Elon Musk, users of the platform have called for him to relinquish his position as CEO. 
Musk hasn't confirmed he will step down since the pol… [+5069 chars]",68,-0.125,0.375,negative
69,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",New York Times,"The Prince of Reuss, the failed coup to overthrow elected German government and a twist",The prince pursued his goal of restoring Germany's imperial Reich on multiple fronts.,https://economictimes.indiatimes.com/magazines/panache/the-prince-of-reuss-the-failed-coup-to-overthrow-elected-german-government-and-a-twist/articleshow/96280466.cms,"https://img.etimg.com/thumb/msid-96280826,width-1070,height-580,imgsize-50668,overlay-etpanache/photo.jpg",2022-12-16T13:31:14Z,"The crenelated hunting lodge of Prince Heinrich XIII of Reuss sits atop a steep hill, looking out over homes laced with snow and Christmas lights in Bad Lobenstein. Popular with the local mayor and m… [+10088 chars]",69,0.0,0.0,negative
70,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,"Soha, Kunal & Inaaya celebrate Christmas",Soha Ali Khan has already tuned into the holiday spirit as she celebrated an early Christmas with her husband Kunal Kemmu and daughter Inaaya Naumi Kemmu.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/soha-ali-khan-and-kunal-kemmu-celebrate-early-christmas-with-daughter-inaaya-watch-video/articleshow/95995421.cms,"https://static.toiimg.com/thumb/msid-95995421,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-57942/95995421.jpg",2022-12-05T06:49:20Z,"Namitha Pramod sends birthday wishes to her younger sister Akitha, says, “You are my daughter, my sister, my best friend, and my world”",70,0.22499999999999998,0.525,neutral
71,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Biggest Christmas hits of Bollywood,"Dangal, Tiger Zinda Hai and more: The biggest Christmas hits of Bollywood in the last few years",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/dangal-tiger-zinda-hai-and-more-the-biggest-christmas-hits-of-bollywood-in-the-last-few-years/photostory/96398682.cms,https://static.toiimg.com/photo/96398701.cms,2022-12-22T07:30:00Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",71,0.09999999999999999,0.2222222222222222,neutral
72,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Merry Christmas first poster is intriguing,Katrina Kaif and Vijay Sethupathi are all set to collaborate for the first time in Sriram Raghavan’s ‘Merry Christm,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/katrina-kaif-and-vijay-sethupathis-merry-christmas-look-intriguing-first-poster-out/articleshow/96475399.cms,"https://static.toiimg.com/thumb/msid-96475399,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-40742/96475399.jpg",2022-12-24T08:11:44Z,"Katrina Kaif and Vijay Sethupathi are all set to collaborate for the first time in Sriram Raghavans Merry Christmas'. On Saturday, the first poster of the film was revealed, and it does look intrigui… [+915 chars]",72,0.25,0.3333333333333333,positive
73,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",,10 Movies to binge-watch in Christmas,"Key in ‘Christmas movies’ in the search bars of OTT platforms and a host of movies will pop up on the page, all slated to evoke the family spirit and ring in Christmas cheer with their focus on family, food, fun and music. Here is our list to help you choose …",https://timesofindia.indiatimes.com/entertainment/english/top-10/top-10-movies-to-binge-watch-in-the-christmas-holiday-season/photostory/96090061.cms,https://static.toiimg.com/photo/96091292.cms,2022-12-10T09:30:00Z,"Key in ‘Christmas movies’ in the search bars of OTT platforms and a host of movies will pop up on the page, all slated to evoke the family spirit and ring in Christmas cheer with their focus on famil… [+501 chars]",73,0.15,0.6,neutral
74,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ankita Kanabar,Celeb inspired red dress looks for Christmas,Janhvi Kapoor to Nora Fatehi: Celeb inspired red dress looks for this Christmas season,https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/janhvi-kapoor-to-nora-fatehi-celeb-inspired-red-dress-looks-for-this-christmas-season/photostory/96376056.cms,"https://static.toiimg.com/thumb/msid-96376097,width-900,height-1200,imgsize-79246,resizemode-6.cms",2022-12-20T14:30:00Z,"Alia Bhatt looks like a bouquet of roses herself, in this lovely dress with a jacket. It's vibrant, funky, fun, and pretty - all at once. Who can't love this look?",74,0.0,0.0,neutral
75,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ankita Kanabar,Cute throwback Christmas pics of B-town celebs,"Katrina-Vicky, Alia-Ranbir and more: Throwback Christmas pictures of celebs that are too cute to miss!",https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/katrina-vicky-alia-ranbir-and-more-throwback-christmas-pictures-of-celebs-that-are-too-cute-to-miss/photostory/96459421.cms,"https://static.toiimg.com/thumb/msid-96460110,width-900,height-1200,imgsize-50566,resizemode-6.cms",2022-12-23T14:30:00Z,"Aishwarya Rai Bachchan looks just as cute as Aaradhya as they twin in red and celebrate Christmas, remembering her late father Krishnaraj Rai.",75,0.5625,0.75,positive
76,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,"The Interest of Love, a K-drama piques interest","It’s not just the coldest days in several parts of the world but also the holiday season when schools, colleges and offices take a break for Christmas and New Year. You might find yourself with time on your hands, so here is a romantic K-drama, The Interest o…",https://timesofindia.indiatimes.com/web-series/news/english/deep-melodrama-and-an-intense-storyline-combine-to-make-the-interest-of-love-a-k-drama-that-will-prove-popular-with-netizens/articleshow/96452481.cms,"https://static.toiimg.com/thumb/msid-96452481,width-1070,height-580,imgsize-53022,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-23T10:10:00Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",76,0.04545454545454545,0.3181818181818182,neutral
77,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",IANS,Delhi HC summons Bear Grylls in copyright infringement case,"In response to a copyright infringement lawsuit filed by an Indian writer and producer, Arrmann Shharma over the show 'Get Out Alive With Bear Grylls,' the Delhi High Court issued summons to the British adventurer among others.",https://timesofindia.indiatimes.com/web-series/news/english/delhi-hc-summons-bear-grylls-in-copyright-infringement-case/articleshow/96472048.cms,"https://static.toiimg.com/thumb/msid-96472048,width-1070,height-580,imgsize-112638,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-24T05:07:03Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",77,0.08666666666666667,0.3133333333333333,neutral
78,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Ayesha on relationship with Shoaib Malik,"Pakistani actress Ayesha Omar is constantly hitting headlines for her alleged romance with cricketer Shoaib Malik, while the latter battles divorce rumours with wife Sania Mirza. Ayesha and Shoaib’s intimate photoshoot from a few years ago went viral soon aft…",https://timesofindia.indiatimes.com/web-series/news/hindi/ayesha-omar-breaks-silence-on-romantic-relationship-with-shoaib-malik-amid-his-divorce-rumours-with-wife-sania-mirza/articleshow/96448060.cms,"https://static.toiimg.com/thumb/msid-96448048,width-1070,height-580,imgsize-59310,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-23T07:29:23Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",78,-0.02,0.22666666666666666,neutral
79,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Lily Collins clones Alia’s dress in Emily in Paris,"Emily in Paris, Season 3, premiered on OTT two days ago and Lily Collins, who acts in the series was spotted wearing the same pink printed mini dress that Alia Bhatt had worn months earlier at the opening episode of Koffee with Karan, Season 7. What has chang…",https://timesofindia.indiatimes.com/web-series/news/english/did-lily-collins-clone-alia-bhatts-dress-in-her-new-show-on-ott-emily-in-paris/articleshow/96454145.cms,"https://static.toiimg.com/thumb/msid-96454145,width-1070,height-580,imgsize-40228,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-23T11:03:09Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",79,-0.03333333333333333,0.30833333333333335,neutral
80,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Malaika Arora gets trolled by son Arhaan,"Malaika Arora's show Moving In With Malaika has been the buzz of town ever since it started streaming recently. Many fans, while binge watching the 16 episode series are extremely excited at the prospect of knowing the diva up, close and personal",https://timesofindia.indiatimes.com/web-series/news/hindi/malaika-arora-gets-trolled-by-son-arhaan-the-latter-playfully-tells-her-that-she-looks-like-a-prison-inmate/articleshow/96448580.cms,"https://static.toiimg.com/thumb/msid-96448511,width-1070,height-580,imgsize-884675,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-23T07:46:39Z,"It is the most festive time of the year - the air is brimming with the excitement of Christmas, tied to a hope that the next year brings happiness, luck and health for all. In Bollywood, while the la… [+253 chars]",80,0.2916666666666667,0.5166666666666667,neutral
81,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Times Of India,Violent Night: Wirkola on Harbour's Santa,"Turning a tale as old as time into a swashbuckling modern-day rendition is child's play for director Tommy Wirkola. After turning the beloved fairytale 'Hansel & Gretel' into 'Witch Hunters', he is now set to give the puggy old Santa Claus an action hero upgr…",https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/tommy-wirkola-violent-night-producers-told-me-the-movie-was-die-hard-but-with-santa-claus/articleshow/95939711.cms,"https://static.toiimg.com/thumb/msid-95939703,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-44420/95939703.jpg",2022-12-02T11:12:11Z,"Turning a tale as old as time into a swashbuckling modern-day rendition is child's play for director Tommy Wirkola. After turning the beloved fairytale 'Hansel &amp; Gretel' into 'Witch Hunters', he … [+4968 chars]",81,0.24999999999999997,0.375,negative
82,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,Avatar 2 rings up $17 M opening at US box office,"Director James Cameron's long-awaited ""Avatar: The Way of Water"" pulled in $17 million at U.S. and Canadian box offices from its first showings on Thursday night, distributor Walt Disney Co said.",https://timesofindia.indiatimes.com/entertainment/english/hollywood/box-office/avatar-the-way-of-water-rings-up-17-million-at-us-box-office-on-opening-night/articleshow/96293284.cms,"https://static.toiimg.com/thumb/msid-96293313,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-81996/96293313.jpg",2022-12-17T03:24:18Z,"Director James Cameron's long-awaited ""Avatar: The Way of Water"" pulled in $17 million at U.S. and Canadian box offices from its first showings on Thursday night, distributor Walt Disney Co said.
Wi… [+1583 chars]",82,0.25,0.3333333333333333,neutral
83,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN & Agencies,Black Panther: Wakanda Forever's dismal run,"""Black Panther: Wakanda Forever"" has led the North American box office once again, industry watcher Exhibitor Relations reported Sunday, but the film's estimated weekend take of just $11.1 million reflected a deep slump in moviegoing.",https://timesofindia.indiatimes.com/entertainment/english/hollywood/box-office/black-panther-wakanda-forever-stays-on-top-of-dismisal-box-office-for-fifth-week-takes-total-to-767-8-million-at-worldwide-box-office/articleshow/96165334.cms,"https://static.toiimg.com/thumb/msid-96165502,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-33370/96165502.jpg",2022-12-12T06:39:23Z,"""Black Panther: Wakanda Forever"" has led the North American box office once again, industry watcher Exhibitor Relations reported Sunday, but the film's estimated weekend take of just $11.1 million re… [+2577 chars]",83,-0.05555555555555555,0.2777777777777778,negative
84,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN & Agencies,'Avatar 2' earns $434.5 Mn at global BO,"'​Avatar: The Way of Water ' didn't make quite as big of a splash as many assumed it would, but James Cameron's big budget spectacle still helped breathe life into the box office this weekend. The sequel earned $134 million from North American theatres and $3…",https://timesofindia.indiatimes.com/entertainment/english/hollywood/box-office/avatar-the-way-of-water-earns-434-5-million-at-global-box-office-opens-shy-of-box-office-projections/articleshow/96331201.cms,"https://static.toiimg.com/thumb/msid-96331401,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-43108/96331401.jpg",2022-12-19T02:51:52Z,"'Avatar: The Way of Water ' didn't make quite as big of a splash as many assumed it would, but James Cameron's big budget spectacle still helped breathe life into the box office this weekend. The seq… [+4433 chars]",84,0.125,0.175,neutral
85,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",AFP,"Asian markets extend US rally after inflation boost, eyes on Fed","The reading provided some much-needed Christmas cheer on trading floors and came the day before the US central bank's last policy decision of the year, which will be pored over for clues about its plans for 2023.",https://timesofindia.indiatimes.com/business/international-business/asian-markets-extend-us-rally-after-inflation-boost-eyes-on-fed/articleshow/96213343.cms,"https://static.toiimg.com/thumb/msid-96214065,width-1070,height-580,imgsize-69854,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-14T02:55:45Z,,85,0.0,0.15833333333333333,neutral
86,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Saurabh Sinha,Big relief: India to allow e-visas to UK nationals again,"India is all set to resume e-visa facility for UK citizens for the first since since Covid outbreak in March 2020, just ahead of the upcoming Christmas vacations. This service was restored for almost all countries earlier this year barring a handful of nation…",https://timesofindia.indiatimes.com/business/india-business/big-relief-india-to-allow-e-visas-to-uk-nationals-again/articleshow/96009189.cms,"https://static.toiimg.com/thumb/msid-96009148,width-1070,height-580,imgsize-56512,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2022-12-05T16:10:37Z,,86,0.125,0.41666666666666663,neutral
87,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,Christmas 2022- Why do we say “Merry Christmas” not “Happy Christmas”?,Everyone has  always questioned why it's not a “Happy Christmas and a Happy New Year” when we sing “We wish you a Merry Christmas and a Happy New Year” every holiday season. Here's the main reason.,https://economictimes.indiatimes.com/news/new-updates/christmas-2022-why-do-we-say-merry-christmas-not-happy-christmas/articleshow/96366054.cms,"https://img.etimg.com/thumb/msid-96366112,width-1070,height-580,imgsize-58514,overlay-economictimes/photo.jpg",2022-12-20T08:11:30Z,"The year's end celebratory mood is focused on Christmas, which commemorates the birth of Jesus Christ on December 25. It is one of the most important religious holidays, celebrated with numerous get-… [+2066 chars]",87,0.2732323232323232,0.7070707070707071,negative
88,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,Netflix Christmas movies 2022: 18 best Christmas films on Netflix,Here are the 18 Netflix classics you can watch as Christmas grows closer.,https://economictimes.indiatimes.com/news/international/us/netflix-christmas-movies-2022-18-best-christmas-films-on-netflix/articleshow/96349175.cms,"https://img.etimg.com/thumb/msid-96349210,width-1070,height-580,imgsize-15326,overlay-economictimes/photo.jpg",2022-12-19T14:28:20Z,"(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.)
Download The Economic Times News App to get Daily International News… [+8 chars]",88,0.0,0.0,neutral
89,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,Christmas carols from around the world that will enchant you,Christmas 2023: Christmas carol songs from around the world that are beautiful.,https://economictimes.indiatimes.com/news/web-stories/christmas-carols-from-around-the-world-that-will-enchant-you/slideshow/96444054.cms,"https://img.etimg.com/thumb/msid-96444331,width-900,height-460,resizemode-4.cms",2022-12-23T05:02:30Z,"Translated in almost every language, Silent Night, originally from Germany, is the 'Happy Birthday' song for Christmas.",89,0.85,1.0,neutral
90,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,Christmas gifts you can buy for your gadget-lover friends,Christmas gift ideas: gadgets you can buy for your loved ones this christmas,https://economictimes.indiatimes.com/news/web-stories/christmas-gifts-you-can-buy-for-your-gadget-lover-friends/slideshow/96275523.cms,"https://img.etimg.com/thumb/msid-96275859,width-900,height-460,resizemode-4.cms",2022-12-16T08:48:02Z,Image Source: boat-website,90,0.7,0.8,neutral
91,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,10 Best Christmas Films On Netflix In 2022,New Netflix Christmas movies 2022: 10 of the best Christmas films on Netflix,https://economictimes.indiatimes.com/news/international/us/10-best-christmas-films-on-netflix-in-2022/slideshow/96378474.cms,"https://img.etimg.com/thumb/msid-96378976,width-900,height-460,resizemode-4.cms",2022-12-20T16:20:41Z,"A heart warming family Christmas film for all ages that includes elves, Santa, tinsel and, most importantly, the treasured Danny DeVito in the lead role.",91,0.5681818181818181,0.37727272727272726,positive
92,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,Best Christmas cakes in India and the iconic bakeries that make them,"Best christmas cake in Delhi, buy christmas cakes in Mumbai and Kolkata from these bakeries.",https://economictimes.indiatimes.com/news/web-stories/best-christmas-cakes-in-india-and-the-iconic-bakeries-that-make-them/slideshow/96426784.cms,"https://img.etimg.com/thumb/msid-96427073,width-900,height-460,resizemode-4.cms",2022-12-22T11:24:01Z,"To truly indulge in the Christmas spirit, visit these iconic bakeries across India and try their famous cakes.",92,1.0,0.3,positive
93,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,Christmas 2022: Top tree decoration ideas you can follow this year,Check a bunch of Christmas tree decoration ideas which you can try this Christmas.,https://economictimes.indiatimes.com/news/new-updates/christmas-2022-top-tree-decoration-ideas-you-can-follow-this-year/articleshow/96482271.cms,"https://img.etimg.com/thumb/msid-96482313,width-1070,height-580,imgsize-49098,overlay-economictimes/photo.jpg",2022-12-24T14:46:44Z,"With just one day left for Christmas, markets and houses are decorated with lights and bells. People across the world celebrate the birth of Jesus Christ with great zeal and pomp. Though there are pl… [+1774 chars]",93,0.0,0.0,neutral
94,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,"History Of Christmas: Fascinating tale of origin of Christmas, how it evolved throughout ages",Christmas is almost approaching and it is time to learn about the history of Christmas throughout the generations.,https://economictimes.indiatimes.com/news/international/us/history-of-christmas-fascinating-tale-of-origin-of-christmas-how-it-evolved-throughout-ages/articleshow/96408073.cms,"https://img.etimg.com/thumb/msid-96408072,width-1070,height-580,imgsize-37616,overlay-economictimes/photo.jpg",2022-12-21T20:59:20Z,"Christmas Day is observed yearly on December 25 with great zeal across the globe. The day commemorates the birth of Jesus Christ, God's son. The history, importance, and commemoration of the day are … [+2711 chars]",94,0.0,0.0,neutral
95,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,"Symbol of Christmas in Australia missing, researchers urge public to look out for festive beetles","Scientists ask the public to help sight Christmas beetles, which are symbolic of Australia’s summer and Christmas.",https://economictimes.indiatimes.com/news/international/us/symbol-of-christmas-in-australia-missing-researchers-urge-public-to-look-out-for-festive-beetles/articleshow/96432917.cms,"https://img.etimg.com/thumb/msid-96433151,width-1070,height-580,imgsize-15618,overlay-economictimes/photo.jpg",2022-12-22T16:26:17Z,"Christmas Beetles were once an indication of the Australian Summer month and Christmas. The tiny harmless bugs were found in abundance during the 1930s. While that has changed, Its hard to even catch… [+2098 chars]",95,0.0,0.06666666666666667,negative
96,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,Christmas decorations for your office desk. Here's how,Are you looking for the best office decorations for Christmas this 2022? Here are a few ideas to decorate your office desk exclusively this Christmas. Have a look!,https://economictimes.indiatimes.com/news/new-updates/christmas-decorations-for-your-office-desk-heres-how/articleshow/96391762.cms,"https://img.etimg.com/thumb/msid-96391766,width-1070,height-580,imgsize-406168,overlay-economictimes/photo.jpg",2022-12-21T06:58:34Z,"The holiday season is here, and keep your work area Christmas-ready regardless of whether you are going to the office regularly or working digitally from home. You can use a glittery theme, or just a… [+1489 chars]",96,0.375,0.2,neutral
97,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,Christmas 2022: Traditions and rituals to make this holiday season memorable for your family,"Without traditions and rituals, Christmas would be incomplete. By following a few customs, you can have a perfect Christmas 2022 at home.",https://economictimes.indiatimes.com/news/new-updates/christmas-2022-traditions-and-rituals-to-make-this-holiday-season-memorable-for-your-family/articleshow/96428437.cms,"https://img.etimg.com/thumb/msid-96428613,width-1070,height-580,imgsize-163558,overlay-economictimes/photo.jpg",2022-12-22T12:23:32Z,"Christmas is a wonderful time to spend with friends and family. Christmas 2022 is knocking on our door, and we are already overjoyed to celebrate with our loved ones. Christmas 2022 will be celebrate… [+1762 chars]",97,0.26666666666666666,0.39999999999999997,positive
98,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,Fun gift ideas for Christmas this year,"The festival of cheer, Christmas tree, presents and hot chocolate is finally here and people are jolly good in the Christmas spirit!",https://economictimes.indiatimes.com/news/web-stories/fun-gift-ideas-for-christmas-this-year/slideshow/96472563.cms,"https://img.etimg.com/thumb/msid-96472975,width-900,height-1200,resizemode-6.cms",2022-12-24T05:35:28Z,"Wallets and other leather goods are a very classy gift to give someone, especially for anyone in a formal setting.",98,0.375,0.8166666666666668,positive
99,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ANI,Watch: Kerala Empty markets ahead of Christmas worry vendors in Kottayam,"Christmas is the time when vendors get good sale in Kottayam. Markets and streets are filled with Christmas shoppers. But this time, the Christmas market is dull and roads are empty with no buyers. Desperate vendors from outside the state are hoping for a mir…",https://economictimes.indiatimes.com/news/india/watch-kerala-empty-markets-ahead-of-christmas-worry-vendors-in-kottayam/videoshow/96285945.cms,"https://img.etimg.com/thumb/msid-96285945,width-1070,height-580,overlay-economictimes/photo.jpg",2022-12-16T16:34:54Z,"Christmas is the time when vendors get good sale in Kottayam. Markets and streets are filled with Christmas shoppers. But this time, the Christmas market is dull and roads are empty with no buyers. D… [+426 chars]",99,0.018055555555555564,0.5916666666666667,negative
100,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Spotlight Special,Christmas 2022: Here are unique Christmas messages you can send your loved ones,"On this joyous occasion of Christmas, here are the messages you can send your family, friends and relatives.",https://economictimes.indiatimes.com/news/new-updates/christmas-2022-here-are-unique-christmas-messages-you-can-send-your-loved-ones/articleshow/96452435.cms,"https://img.etimg.com/thumb/msid-96452435,width-1070,height-580,imgsize-117020,overlay-economictimes/photo.jpg",2022-12-23T10:05:37Z,"Christmas is a festival of joy, gifts and celebration. It includes spending time with your loved ones, baking cakes and cookies, decorating home with lights and Christmas tree. Most of all it brings … [+1802 chars]",100,0.0,0.0,neutral
